Image,Labels
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\burger\286.jpg,burger
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\burger\287.jpg,burger
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\burger\288.jpg,burger
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\burger\289.jpg,burger
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\burger\290.jpg,burger
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\burger\291.jpg,burger
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\burger\292.jpg,burger
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\burger\293.jpg,burger
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\burger\294.jpg,burger
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\burger\295.jpg,burger
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\burger\296.jpg,burger
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\burger\297.jpg,burger
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\burger\298.jpg,burger
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\burger\299.jpg,burger
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\burger\300.jpg,burger
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\burger\301.jpg,burger
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\burger\302.jpg,burger
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\burger\303.jpg,burger
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\burger\304.jpg,burger
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\burger\305.jpg,burger
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\burger\306.jpg,burger
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\burger\307.jpg,burger
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\burger\308.jpg,burger
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\burger\309.jpg,burger
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\001.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\002.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\003.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\004.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\005.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\006.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\007.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\008.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\009.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\010.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\011.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\012.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\013.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\014.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\015.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\016.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\017.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\018.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\019.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\020.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\021.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\022.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\023.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\024.JPG,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\025.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\026.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\027.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\028.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\029.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\030.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\031.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\032.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\033.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\034.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\035.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\036.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\037.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\038.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\039.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\040.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\041.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\042.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\043.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\044.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\045.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\046.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\047.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\048.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\049.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\050.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\051.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\052.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\053.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\054.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\055.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\056.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\057.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\058.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\059.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\060.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\061.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\062.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\063.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\064.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\065.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\066.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\067.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\068.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\069.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\070.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\071.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\072.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\073.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\074.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\075.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\076.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\077.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\078.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\079.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\080.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\081.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\082.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\083.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\084.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\085.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\086.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\087.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\088.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\089.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\090.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\091.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\092.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\093.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\094.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\095.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\096.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\097.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\098.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\099.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\100.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\101.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\102.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\103.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\104.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\105.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\106.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\107.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\108.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\109.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\110.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\111.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\112.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\113.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\114.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\115.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\116.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\117.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\118.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\119.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\120.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\121.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\122.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\123.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\124.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\125.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\126.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\127.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\128.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\129.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\130.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\131.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\132.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\133.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\134.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\135.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\136.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\137.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\138.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\139.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\140.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\141.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\142.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\143.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\144.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\145.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\146.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\147.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\148.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\149.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\150.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\151.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\152.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\153.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\154.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\155.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\156.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\157.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\158.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\159.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\160.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\161.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\162.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\163.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\164.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\165.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\166.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\167.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\168.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\169.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\170.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\171.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\172.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\173.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\174.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\175.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\176.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\177.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\178.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\179.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\180.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\181.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\182.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\183.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\184.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\185.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\186.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\187.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\188.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\189.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\190.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\191.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\192.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\193.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\194.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\195.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\196.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\197.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\198.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\199.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\200.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\201.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\202.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\203.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\204.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\205.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\206.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\207.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\208.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\209.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\210.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\211.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\212.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\213.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\214.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\215.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\216.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\217.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\218.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\219.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\220.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\221.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\222.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\223.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\224.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\225.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\226.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\227.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\228.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\229.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\230.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\231.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\232.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\233.jpg,butter_naan
